SCHL,WAGP,FOD1P,OCCP,AGEP
12,7800,,7750,28
12,,,,14
9,,,,10
14,0,,,49
19,30000,,5520,51
16,50000,,5540,52
19,7000,,4020,19
22,8000,4006,2200,28
16,0,,6230,42
17,0,,9920,38
6,,,,8
14,0,,,18
17,0,,6260,41
21,0,6203,7700,65
22,105000,6200,230,58
21,90000,2406,6200,70
21,10000,3604,4700,56
14,0,,5260,56
19,39000,,9640,56
21,50000,5501,2200,48
21,80000,6402,4800,47
3,,,,6
21,118000,2407,1006,42
21,0,6207,,40
11,,,,14
9,,,,12
17,25900,,4230,64
9,0,,,72
18,5500,,5240,24
9,15000,,6040,24
1,0,,,27
19,60000,,5700,47
21,134000,6207,410,64
16,0,,,60
9,0,,,80
24,30000,3600,2100,47
22,48000,5507,2630,44
2,,,,4
6,,,,9
3,,,,6
19,27000,,9830,24
19,7600,,4110,24
21,37000,5507,2010,38
22,45000,5507,2000,41
7,,,,10
6,,,,9
17,53000,,7220,61
19,0,,,61
18,0,,6260,30
9,,,,11
2,,,,5
18,40000,,3850,31
21,178000,6212,530,42
17,0,,8965,21
13,0,,,16
23,173000,4801,2040,58
23,153000,5501,2100,57
22,6700,6402,2145,27
23,100000,5506,2100,35
21,80000,3401,430,37
,,,,1
20,0,,2600,62
20,0,,,67
1,0,,,46
12,0,,,17
12,0,,,17
10,,,,12
19,65000,,120,30
22,135000,6200,3730,47
21,107000,3700,430,45
5,,,,8
2,,,,6
21,55000,5007,5240,27
19,0,,,30
21,26000,2312,2310,24
21,25700,6004,4700,24
22,0,2307,4760,54
23,415000,5501,1520,55
19,12000,,740,61
21,30000,1901,5860,34
2,,,,4
19,68000,,4920,30
20,0,,5700,67
22,0,4801,,78
11,0,,,86
1,0,,,81
10,30000,,9640,61
20,34000,,6400,50
19,35000,,4720,32
21,20600,6107,3647,58
14,34000,,9620,22
18,740,,4600,19
19,55000,,7010,57
21,75000,2300,630,58
14,500,,3930,17
19,0,,,71
21,0,2310,,75
17,35900,,7630,57
22,0,2412,,73
16,0,,,74
22,60000,2312,2310,34
21,40000,1901,6660,35
1,,,,4
21,25000,6000,2910,28
21,30000,5200,4040,30
23,130000,5599,430,51
22,72000,3301,420,41
5,,,,8
2,,,,4
21,83000,2309,2850,71
21,0,5501,,72
23,80000,5003,3060,30
22,20000,5200,4760,29
20,50000,,310,51
19,30000,,4000,48
16,40000,,310,52
16,20000,,4720,26
18,0,,,72
18,0,,,68
16,19000,,4620,29
9,,,,12
3,,,,6
16,22000,,9350,27
21,39000,5301,420,30
21,90000,3600,3255,37
16,30000,,5700,38
,,,,2
11,0,,,66
21,0,6201,800,52
22,50000,5501,800,52
19,0,,,80
19,112000,,5000,39
16,106000,,6700,41
1,,,,5
,,,,2
,,,,2
20,169000,,1410,52
16,15000,,4230,53
17,2500,,6355,77
16,35000,,3600,72
19,0,,4850,61
13,0,,6330,59
16,0,,9920,59
16,61000,,3930,32
9,,,,12
2,,,,5
13,0,,5620,32
19,30000,,7900,31
19,30000,,5840,27
16,26000,,4700,42
12,0,,,16
22,57000,1904,1030,30
21,40000,2102,1105,31
21,35000,5200,4040,26
21,30000,2304,2310,27
24,88000,3600,1820,48
5,,,,9
3,,,,6
22,87000,5200,630,50
21,150000,6201,4920,48
13,0,,,15
21,5000,2314,4620,63
16,4500,,5400,49
19,47000,,7630,25
17,12000,,5620,22
18,5800,,4720,18
14,0,,,17
24,56000,2306,2200,43
24,68000,2306,2200,57
15,0,,,50
19,32000,,9130,52
16,6000,,4020,20
18,16000,,5000,52
22,0,6203,2025,43
21,5000,5501,4760,66
21,11400,6105,4760,62
21,110000,5501,800,37
22,85000,3301,2310,37
4,,,,7
2,,,,4
,,,,1
22,70000,2408,800,38
,,,,2
22,185000,2400,1420,54
21,0,6207,,50
24,72000,5003,230,42
19,0,,,45
10,,,,13
6,,,,9
16,39500,,5400,53
17,9600,,160,56
14,11900,,4720,27
18,32000,,5240,56
16,26800,,4020,56
16,28000,,6330,30
7,,,,10
3,,,,5
,,,,2
16,0,,,31
16,18000,,800,21
,,,,0
14,7000,,3930,25
19,53000,,1320,51
19,35000,,3600,31
10,,,,13
19,33000,,4850,51
20,70000,,5700,50
11,0,,,65
16,0,,5860,59
16,66000,,4030,56
22,0,3607,1965,25
4,,,,7
19,16300,,4200,36
21,25800,2414,4700,46
21,6500,6201,9360,37
9,,,,11
5,,,,7
24,0,2304,,70
10,0,,,81
21,77000,2105,1020,34
19,51000,,5120,33
22,200000,5501,850,68
22,15000,5501,1820,64
16,8000,,5110,49
16,0,,7630,33
13,0,,,88
15,0,,,77
19,116000,,5000,50
17,0,,4240,49
17,72000,,5860,53
19,32000,,1107,25
16,18000,,5000,56
17,22000,,6700,41
19,0,,,70
19,88000,,5150,45
10,,,,13
17,50000,,630,43
16,0,,,81
22,415000,5501,1200,42
16,0,,,75
19,0,,5400,62
19,12700,,5860,31
1,0,,,73
21,120000,6201,800,40
19,0,,5330,30
11,0,,,15
8,,,,11
6,,,,9
16,0,,5820,62
21,135000,6203,230,47
19,94000,,120,45
19,9500,,5860,20
18,5000,,5860,18
22,170000,6203,230,53
21,0,6200,410,35
1,,,,3
18,0,,,81
23,96000,5506,2100,61
12,0,,,81
15,3300,,9120,78
16,0,,4965,64
21,18000,5200,4700,60
13,0,,,56
21,5800,5507,1107,60
21,0,6000,5940,60
22,0,6206,710,43
22,415000,3700,20,44
2,,,,5
2,,,,3
21,90000,2300,710,59
22,150000,5505,565,57
16,40000,,4800,42
22,0,6203,4710,62
19,110000,,110,55
9,,,,13
17,0,,,81
17,0,,,94
22,79000,2408,8610,65
20,65000,,3245,53
21,30000,6203,2100,23
22,60000,6402,2310,27
22,63000,3301,2330,28
21,20000,6203,5700,25
19,35000,,7700,30
14,24000,,4020,48
21,150000,5501,410,62
22,150000,6203,4920,58
19,0,,5000,31
7,,,,10
,,,,2
22,62000,6212,430,37
21,110000,1901,110,41
,,,,1
22,110000,5507,2430,63
19,60000,,3850,49
19,0,,9920,25
13,0,,,16
11,,,,14
16,6600,,9350,38
16,38000,,4230,42
21,55000,2300,9120,43
16,1200,,9620,19
10,,,,13
4,,,,7
3,,,,6
3,,,,4
16,35000,,6320,44
16,25500,,3600,33
22,125000,5301,3710,48
21,80000,5301,3910,46
14,0,,,16
12,,,,14
10,,,,12
18,50000,,5620,34
17,36000,,5310,46
18,38000,,5000,38
21,0,2408,,69
19,59000,,800,60
10,22000,,4010,53
16,0,,,18
13,0,,,66
12,0,,6260,27
2,,,,5
,,,,1
16,0,,,28
8,,,,12
5,,,,8
21,138000,2102,1020,45
11,,,,14
21,113000,5003,1020,64
21,0,5506,4920,66
21,15000,5502,4760,25
1,25000,,4230,58
13,0,,,16
9,,,,11
16,0,,,54
16,52000,,10,57
21,1600,2307,2310,63
18,0,,,63
16,0,,,63
21,11000,6203,7340,52
18,17500,,2400,51
16,230,,9620,20
10,,,,13
16,4000,,4710,31
16,33500,,2540,61
19,100000,,10,64
21,115000,6201,120,60
11,,,,14
16,0,,,53
16,3200,,5860,28
21,95000,6203,5860,53
22,102000,6209,137,52
20,53000,,3850,30
23,108000,2405,860,54
16,0,,,59
21,31000,5506,2430,25
19,8900,,4760,26
6,,,,9
21,45000,1903,2825,26
24,93000,3600,1610,41
21,95000,1901,5000,53
21,79000,1901,2310,56
19,0,,4030,19
15,0,,,17
21,102000,5098,3540,61
19,25000,,630,58
19,16000,,5100,37
19,0,,,89
13,45000,,6355,37
20,65000,,3255,39
19,45000,,3400,22
2,,,,5
15,0,,,70
13,0,,,50
14,85000,,710,49
19,5000,,4430,21
11,,,,14
16,48000,,7000,53
21,13000,2307,5900,52
22,0,1901,5610,57
17,2200,,4760,52
20,59000,,4700,58
20,61000,,3310,53
20,11800,,3420,21
21,20000,5501,5400,70
22,10000,2304,2040,64
21,63000,6203,120,52
21,100000,1902,1060,53
19,83000,,1320,53
20,105000,,800,49
16,0,,4700,49
16,0,,220,50
16,12000,,4510,24
14,4000,,4760,17
22,140000,3600,350,40
21,0,6002,2830,66
19,9000,,4465,77
19,32000,,9410,51
13,0,,,55
16,0,,7720,20
16,54000,,6230,29
18,24000,,3600,24
4,,,,7
1,,,,4
19,33600,,3740,51
18,115000,,3740,37
21,0,5501,,72
15,30000,,9620,49
22,0,4901,2310,74
21,0,4801,,76
19,21400,,4760,39
14,4800,,2540,18
4,,,,7
22,70000,5506,2850,59
21,110000,2314,726,59
14,0,,,46
23,14500,5506,2100,24
19,14000,,4110,31
23,19000,5503,2100,25
23,19200,5506,2100,25
16,0,,,82
21,60000,3606,3850,33
22,23000,3600,1965,27
21,0,3600,1720,58
22,84000,3301,2825,61
21,23500,6200,430,23
21,47000,6206,4920,23
16,0,,,66
22,132000,6207,150,40
21,134000,3606,1220,40
10,,,,13
6,,,,9
23,24000,4801,2040,60
23,20900,6002,2040,56
24,130000,5200,565,35
21,0,6206,,37
3,,,,7
1,,,,3
19,0,,,19
21,20000,3700,800,60
21,40700,3301,5400,55
21,40000,2102,1106,30
16,0,,5260,25
16,0,,6260,48
16,0,,,49
21,0,6004,2630,34
22,105000,2408,1530,35
1,,,,5
24,45000,6000,2850,63
21,130000,1501,2830,58
16,60000,,6240,45
16,40000,,5240,38
16,42100,,8140,33
16,28600,,120,34
4,,,,7
,,,,1
24,160000,2406,1760,73
24,415000,2419,710,47
22,45000,2408,740,47
9,,,,12
21,86000,6201,410,54
24,0,3600,3010,53
20,0,,,20
12,0,,,16
19,71000,,137,52
17,93000,,5700,50
9,0,,,79
23,415000,6107,3060,52
24,205000,2405,1760,54
13,0,,,16
7,,,,10
21,68000,6402,650,47
19,112000,,2825,59
21,0,5501,4840,79
11,4400,,3600,71
20,44000,,7040,45
19,20000,,4230,60
13,22000,,8965,18
16,52000,,3800,52
16,50000,,3800,50
24,74000,3301,230,45
21,50000,2602,2320,46
13,2000,,3955,17
21,140000,2400,20,52
16,72000,,5120,46
11,,,,14
5,,,,8
22,0,2300,,79
21,29000,2402,2200,24
19,70000,,4840,51
18,20000,,2300,50
12,400,,4620,16
21,95000,3700,420,46
21,0,3301,,48
6,,,,10
16,30000,,9130,42
19,29000,,5120,46
9,,,,13
22,2200,5506,5260,60
23,200000,3600,3060,59
20,45000,,4640,54
20,35000,,3930,63
16,12000,,2540,57
18,0,,9130,60
15,0,,4000,47
11,0,,,47
21,8000,5501,40,25
20,1300,,1965,20
12,,,,14
18,20000,,5520,53
20,5900,,2540,55
21,116000,6203,430,73
18,15100,,5860,70
18,16000,,3930,71
16,0,,,72
19,0,,,61
24,107000,5200,1820,58
16,0,,,84
13,0,,,15
21,100000,2414,5700,51
16,0,,,46
13,0,,,16
12,0,,,15
7,,,,10
24,0,3302,,85
24,100000,5200,1820,57
15,48000,,4240,67
19,33000,,5250,65
21,46000,5506,710,30
21,50000,6200,4850,35
21,106000,5200,1105,35
21,67000,4101,1050,37
1,,,,3
,,,,1
19,0,,4320,58
22,0,3301,,79
22,7700,6002,2340,52
21,415000,5200,10,41
21,60000,6206,4810,34
,,,,1
19,22000,,5700,41
16,32000,,9130,46
8,,,,11
11,0,,,82
16,0,,,77
16,25900,,8740,47
17,35000,,2000,47
16,42000,,5860,48
16,0,,,79
16,30000,,5110,36
16,53000,,4220,37
14,5000,,3655,18
10,,,,13
20,40000,,3500,40
10,0,,,94
24,100000,2408,1410,52
21,20000,6207,5700,48
16,0,,,20
14,0,,,17
22,3500,6203,5310,80
22,0,2300,230,67
14,0,,9120,39
12,0,,,15
10,,,,13
23,150000,5501,2100,45
21,0,1901,1107,45
8,,,,11
6,,,,9
18,6100,,8750,44
16,12700,,4600,44
13,0,,,15
7,,,,10
7,,,,10
16,0,,,79
11,0,,,79
19,35000,,8965,52
19,1500,,7800,23
16,12000,,3600,20
22,60000,3606,2310,35
24,100000,2414,1410,38
16,0,,410,66
21,0,6100,3255,63
19,140000,,2340,37
7,,,,10
2,,,,5
21,0,2901,,55
21,0,5200,4040,23
16,52000,,3850,21
20,0,,,85
19,0,,7630,43
21,60000,6107,3255,33
20,41000,,800,26
20,40000,,5160,29
,,,,0
16,28000,,3510,37
17,0,,,28
17,25000,,4600,55
18,0,,4760,64
19,70000,,50,46
22,0,1102,205,65
21,0,2901,205,64
18,0,,,76
16,0,,,72
16,40000,,4530,40
21,67000,5506,735,27
16,31000,,2000,53
10,50000,,9130,60
19,12000,,4760,25
19,1000,,4720,41
18,4500,,4020,20
7,,,,10
20,10900,,4030,33
16,10000,,9620,44
13,20000,,6200,46
14,700,,4720,17
16,80000,,1006,41
16,0,,8140,35
19,75000,,2840,61
19,0,,9920,61
18,0,,,67
18,45000,,5700,34
12,0,,,15
7,,,,10
16,4000,,4250,23
22,92000,2414,1020,27
22,67000,2102,1020,27
22,0,6005,205,50
21,75000,3600,3300,36
12,0,,4700,75
21,86000,6402,9830,40
22,115000,6199,3030,39
12,0,,,35
18,90000,,430,56
19,0,,4850,58
15,500,,5700,52
19,5000,,4760,32
4,,,,7
14,0,,6260,29
18,35500,,7610,53
22,140000,6203,10,39
23,415000,6203,430,37
20,25600,,2340,45
,,,,0
14,0,,,17
18,50000,,136,50
24,0,1302,740,73
16,0,,,61
16,55000,,5820,38
19,53000,,2440,28
13,5000,,5240,16
6,,,,9
21,127000,3301,420,56
21,67000,6105,3300,63
22,100000,2300,230,36
20,0,,,36
3,,,,7
1,,,,4
,,,,2
16,0,,4230,36
9,,,,12
4,,,,7
16,6000,,4720,29
16,600,,4720,23
16,0,,6200,44
12,34000,,9620,42
18,15000,,5400,33
,,,,2
22,0,3600,,78
22,107000,5200,2320,57
20,10000,,2330,49
12,0,,,15
14,11200,,4430,56
17,0,,9920,29
8,0,,,85
13,0,,,72
16,0,,3930,25
21,0,5003,,83
19,72000,,9830,36
14,0,,,72
16,0,,,71
23,153000,3301,2100,46
18,105000,,1007,49
14,400,,2340,17
11,0,,,15
10,,,,14
18,54000,,5860,43
18,870,,4020,43
7,,,,11
24,51000,5506,1220,46
22,415000,5501,1800,48
13,300,,4620,16
10,,,,13
23,100000,3600,3060,64
21,35000,5507,350,61
16,0,,4720,52
17,3800,,2016,25
21,0,3501,,94
19,0,,,72
16,0,,,70
16,45100,,5120,39
16,100000,,4850,37
19,4800,,4710,18
12,0,,,16
14,290,,4140,17
19,25000,,4510,64
18,76000,,9130,38
20,6100,,3640,35
18,80000,,6200,47
20,3000,,3255,46
19,10000,,9360,19
10,,,,12
7,,,,10
22,5200,6203,230,64
16,0,,9120,66
16,35000,,5240,24
13,0,,,17
,,,,2
16,0,,,65
22,58000,2306,2320,35
22,50000,6203,2310,39
21,85000,5506,2160,55
22,58000,5098,2340,57
21,58000,6203,7700,61
21,43000,2309,5000,61
18,18000,,3820,20
18,52000,,430,48
20,60000,,3730,50
14,0,,,16
10,,,,14
21,108000,6207,430,60
16,92000,,50,56
16,0,,,79
11,0,,,79
19,0,,,57
16,17700,,4220,62
21,0,5301,,72
21,57000,2102,1006,34
21,6000,6000,110,37
,,,,2
15,0,,4720,55
22,190000,3700,10,45
21,6000,2311,4600,42
6,,,,9
22,110000,5501,710,51
21,50000,5404,5700,50
21,3000,6402,4760,22
21,64000,5501,2825,68
23,415000,6209,2100,56
21,62000,2304,2310,57
21,13000,6107,3255,23
21,102000,6206,4850,42
21,0,4002,50,43
9,,,,11
7,,,,10
4,,,,7
24,415000,3700,230,59
22,0,5200,10,62
16,45000,,220,32
21,48000,2408,6355,59
16,0,,,76
21,55000,3600,1910,39
22,105000,2304,2550,38
6,,,,9
3,,,,6
19,42000,,5120,60
19,0,,220,61
22,70000,6107,3255,55
21,106000,2102,1107,48
12,,,,14
18,58000,,5700,62
14,1200,,4620,17
21,7500,6000,3420,33
21,60000,5507,220,50
12,0,,,15
15,6800,,6200,49
14,0,,,52
11,,,,14
21,39000,3301,5860,46
23,415000,3700,2100,49
11,0,,,15
8,,,,11
22,28000,5200,350,79
24,10100,2304,3060,52
16,0,,,88
21,0,6107,3320,40
10,,,,12
7,,,,10
3,,,,6
16,0,,,87
23,60000,2308,9830,38
21,100000,5301,1005,33
3,,,,6
1,,,,4
,,,,2
23,200000,5003,3060,35
22,0,3302,2200,32
,,,,0
21,49000,6203,4700,56
14,28000,,5400,59
18,17000,,4250,21
19,0,,,19
17,0,,6440,41
16,28800,,5820,33
16,93000,,9130,64
22,117000,2406,430,58
19,100000,,800,56
20,0,,,79
14,38000,,6260,32
14,30000,,4060,36
21,28000,2309,4010,41
22,79000,3301,1860,48
18,700,,2310,69
18,1000,,2310,66
21,4200,4901,7700,60
18,15000,,4650,42
21,35000,5200,5110,28
16,12000,,3930,23
22,53000,1903,2430,38
16,0,,,85
24,154000,5500,430,65
22,0,5200,2010,61
23,180,6402,2160,27
16,0,,6260,67
18,0,,5700,63
20,0,,,45
16,0,,,72
16,0,,,72
24,130000,5007,2200,66
22,30000,5506,2310,39
16,0,,,86
16,0,,,65
16,0,,9130,68
22,55000,3604,9810,32
18,0,,3645,29
,,,,1
19,16000,,2540,67
19,0,,4920,34
12,0,,,15
9,,,,11
9,,,,11
,,,,1
16,0,,,66
16,0,,,64
22,0,6201,800,55
22,150000,6206,430,54
19,40000,,5120,26
17,86000,,6200,62
17,19000,,4050,33
17,0,,9620,51
21,127000,2102,1006,37
19,54000,,205,40
16,60000,,9130,31
19,44000,,4760,31
2,,,,5
21,52000,1903,4850,27
21,55000,1902,2710,29
11,0,,,88
16,0,,,61
20,0,,3600,30
22,0,2407,,64
23,135000,1501,2100,46
23,106000,3301,430,46
18,0,,9920,47
21,0,3600,,24
19,40900,,40,22
17,0,,4720,45
16,0,,,88
9,0,,,69
9,0,,,67
24,40000,2314,2040,49
23,38000,5501,4810,62
22,35000,2300,2310,62
23,0,5501,,84
16,35000,,3655,69
10,0,,,78
17,0,,5400,79
24,24000,2310,650,52
21,92000,2308,430,47
23,0,6107,3000,47
2,,,,6
,,,,2
16,45000,,6200,46
16,0,,,17
16,0,,,75
19,46000,,4850,34
5,,,,9
1,,,,5
16,62000,,2710,44
20,60000,,120,39
6,,,,9
16,0,,9920,18
18,22100,,3510,19
22,126000,3700,430,39
21,64000,6203,430,45
2,,,,5
2,,,,4
21,40000,5503,4700,51
13,72000,,3600,44
13,0,,,16
12,0,,,15
9,,,,12
8,,,,10
16,0,,,74
16,0,,4230,46
21,0,3700,,70
19,36100,,350,65
18,0,,,42
16,27200,,4220,65
16,50000,,120,62
22,104000,2306,230,40
16,0,,,75
22,60000,1501,2850,44
21,50000,3700,2310,37
6,,,,9
4,,,,7
16,45000,,4920,53
19,0,,2160,52
13,0,,9610,46
21,22000,2307,4110,25
1,,,,4
,,,,0
20,19000,,4110,26
15,13000,,5350,27
24,7000,3801,2340,76
19,0,,,65
15,0,,,79
16,0,,,57
16,0,,,22
16,0,,3600,60
22,75000,2102,2000,42
22,102000,6210,1020,33
1,,,,4
23,12500,6203,710,62
22,66000,2300,2310,62
21,35000,1901,830,26
21,415000,6206,4920,44
21,0,6206,,44
11,,,,14
9,,,,12
16,730,,4760,42
14,26000,,8965,35
11,,,,14
9,,,,12
21,0,6402,50,64
22,100000,5501,9030,32
21,0,6207,110,33
1,,,,3
12,0,,7200,43
14,12000,,3645,45
16,0,,,76
14,0,,,39
16,0,,3500,21
16,21300,,6355,27
,,,,2
21,65000,6103,700,40
21,28000,6206,5700,38
3,,,,6
14,0,,7220,71
16,24400,,5120,55
15,0,,,68
17,0,,,76
18,0,,,70
18,40000,,220,49
21,22000,6107,3600,47
13,0,,,16
9,,,,12
18,0,,,85
16,0,,,49
18,0,,,64
21,40000,5098,3255,50
16,15000,,7750,18
14,0,,,17
19,20000,,9130,53
16,55000,,1006,54
17,0,,,75
18,0,,,85
22,20000,5501,430,53
23,160000,3600,2100,55
15,0,,,18
17,34900,,8965,54
16,0,,4720,28
8,,,,12
2,,,,5
,,,,1
16,10000,,7630,71
15,1000,,4220,71
20,0,,,62
16,35000,,5000,47
16,5000,,5240,45
5,,,,8
19,0,,,86
16,25000,,3600,56
21,96000,6402,9830,42
21,52000,5501,2010,44
19,28000,,4700,24
19,0,,4720,21
,,,,1
21,0,6203,800,52
22,108000,6201,630,61
21,109000,6203,1020,61
21,30000,5301,4510,36
18,0,,4650,39
,,,,0
19,0,,,65
12,14000,,9130,71
18,0,,,87
16,0,,,62
24,118000,2901,230,59
16,0,,5140,72
21,40000,3600,1610,24
20,38800,,5260,46
21,0,5098,,94
16,47200,,5700,58
13,50000,,6440,54
16,20100,,4760,22
19,48000,,5520,57
18,72000,,5700,37
20,38000,,800,35
5,,,,7
2,,,,4
10,0,,,75
14,0,,,64
19,3800,,5520,40
19,0,,4110,46
16,0,,,31
21,75000,6200,3800,38
9,,,,12
17,18500,,3930,49
16,0,,,81
16,0,,,64
21,0,6200,,35
18,101000,,1020,43
16,13000,,7420,43
13,0,,9920,16
24,203000,5003,1650,74
23,18500,6403,2550,69
16,6000,,9130,71
19,12500,,5260,71
21,0,6109,,65
21,0,3301,2830,70
21,10000,1902,2830,67
16,31500,,5700,64
20,0,,3710,54
19,82000,,5000,48
10,,,,12
6,,,,8
13,20000,,4950,76
16,22000,,2300,60
22,68000,5506,810,41
5,,,,8
21,23400,6199,310,65
19,0,,,80
18,23000,,3600,47
19,54000,,4000,42
14,2000,,4110,16
12,0,,,15
4,,,,7
21,60000,2100,110,32
19,45000,,9120,50
16,0,,9120,25
11,0,,,16
19,46000,,9000,49
19,29900,,2040,72
16,0,,2540,63
16,0,,,64
16,90000,,7140,39
19,0,,,40
3,,,,7
18,0,,1220,60
16,0,,,94
21,23400,6201,800,41
18,69000,,7340,50
19,55000,,5550,57
22,97000,6107,3030,62
16,75000,,9120,39
21,48000,2308,950,31
21,38300,6203,137,46
17,0,,4600,63
22,3000,3402,230,39
22,225000,5505,1006,39
3,,,,7
1,,,,5
21,80000,2100,5940,48
23,48000,1401,9120,65
19,32000,,5240,26
21,0,2901,,77
2,,,,4
,,,,0
13,20000,,9610,30
21,0,6203,4350,77
16,0,,,89
16,27600,,5000,71
16,0,,9620,56
19,340,,5860,52
14,0,,4950,22
21,68000,6207,800,27
22,40000,2300,2310,26
16,0,,,64
22,67000,6402,5250,47
11,,,,13
9,,,,11
22,100000,6108,3050,47
12,0,,,33
16,0,,,62
18,17700,,5700,52
18,88000,,1105,52
9,0,,4220,62
19,18600,,5620,57
19,27000,,4820,24
18,30000,,4760,24
9,30000,,4520,40
14,0,,,16
7,,,,10
,,,,1
19,1500,,5400,20
12,0,,,59
9,24000,,4520,40
22,59000,5404,5000,59
16,65000,,6440,32
10,,,,13
,,,,2
3,,,,6
21,48000,6206,600,31
21,0,6108,,74
21,0,1302,,74
18,73000,,5000,63
19,0,,,67
21,45000,3301,2330,23
16,0,,,83
16,0,,,78
21,7200,4901,2040,68
19,230000,,5700,26
16,5000,,4250,26
12,0,,,75
19,0,,520,31
19,75000,,7010,41
12,0,,,15
8,,,,11
7,,,,11
7,,,,10
19,3000,,5800,20
16,24000,,4050,58
16,0,,,34
19,30000,,5240,36
13,0,,350,57
16,0,,6355,26
22,40000,2402,1640,27
22,42000,5501,735,27
24,0,4801,4820,63
21,110000,5501,800,39
22,0,2408,1760,38
5,,,,9
4,,,,7
2,,,,4
19,35000,,5240,23
16,0,,4220,21
16,1500,,5620,50
20,118000,,820,38
8,,,,12
4,,,,8
21,0,2602,,68
21,175000,6203,120,53
16,0,,,62
16,9900,,9620,23
1,,,,4
1,,,,3
16,0,,9640,27
13,0,,4000,44
15,18300,,4020,28
10,,,,13
4,,,,6
16,0,,9920,53
16,31000,,4320,43
17,7900,,4700,45
16,40000,,7200,36
17,13000,,4600,20
12,0,,,17
12,0,,,15
21,125000,5506,136,55
22,60000,2306,2310,49
22,60000,4101,230,47
14,0,,,16
18,17000,,9140,47
19,0,,,90
16,40000,,6355,45
16,23800,,430,47
20,38400,,2016,53
24,80000,3700,1860,69
24,25000,3700,2200,62
22,155000,2102,110,45
18,19300,,4510,44
14,0,,,17
13,0,,,15
11,,,,14
19,0,,,65
22,137000,6200,2145,41
20,7000,,4150,40
18,49800,,3600,69
21,56000,6201,800,38
16,56000,,4220,70
16,0,,5110,38
19,0,,,74
2,,,,4
,,,,2
22,100000,2301,10,58
19,15000,,430,59
22,90000,2304,1400,59
21,0,6200,,40
16,415000,,220,40
20,55000,,50,49
16,31300,,2040,50
13,0,,,67
16,14400,,4000,54
16,24500,,4230,53
21,36000,5506,5220,26
22,0,6402,,74
22,0,6402,,74
1,0,,9920,47
22,151000,1401,220,47
16,0,,,17
19,0,,,71
19,142000,,430,56
19,0,,2860,67
19,130000,,10,49
19,22000,,2310,47
16,1800,,4720,18
14,1600,,4720,16
23,227000,5506,420,65
21,0,6007,2600,60
19,0,,,55
17,12400,,5700,33
11,,,,14
18,58000,,3800,53
12,0,,,77
16,0,,9120,47
16,4200,,4230,53
10,,,,13
15,53000,,6515,40
15,8000,,4230,34
,,,,1
16,0,,8220,72
17,0,,,68
19,0,,,38
16,0,,,80
19,85000,,6355,52
19,55000,,4600,52
14,0,,9920,17
21,52000,5200,3255,44
18,67000,,5700,47
10,,,,13
4,,,,6
1,0,,,75
20,0,,,86
16,0,,,72
23,180000,4101,3060,52
23,60000,6107,3010,49
16,0,,,17
9,,,,13
22,90000,6110,5840,30
21,15000,5501,3540,27
19,4000,,4110,32
19,61000,,4900,32
19,0,,8650,32
16,0,,4840,55
20,0,,,41
22,85000,6103,3320,40
7,,,,10
2,,,,5
21,85000,2102,710,39
19,0,,3600,70
22,66000,5200,2310,49
16,0,,,83
19,108000,,3720,41
16,40000,,5700,42
18,112000,,430,42
19,5600,,4760,44
1,,,,4
19,0,,9920,40
18,0,,,19
14,0,,,17
13,0,,,16
11,,,,14
21,90000,1901,50,33
3,,,,7
,,,,0
19,36400,,3500,48
22,0,5501,630,65
20,0,,800,62
19,0,,,68
21,85000,2106,710,36
21,48000,6004,2630,30
2,,,,5
,,,,2
,,,,0
16,77000,,9130,46
21,49500,2414,1540,43
16,3000,,5610,19
8,,,,11
20,0,,,74
1,0,,,75
16,0,,,70
22,110000,1401,1300,52
22,13000,1401,1300,49
14,0,,,16
12,,,,14
10,,,,12
21,16600,6200,5900,50
22,4600,6203,4510,55
22,20000,3601,725,26
16,29000,,735,21
16,52000,,2145,42
19,15000,,9350,19
12,0,,,16
9,,,,13
19,81000,,4200,63
18,0,,4760,61
14,0,,,52
16,65000,,4020,44
16,0,,4760,44
11,,,,14
9,,,,12
1,0,,,50
23,0,6201,1530,76
23,0,2304,,78
24,0,6106,1650,48
24,150000,3600,10,48
14,0,,,17
22,0,2306,,66
22,0,2308,,65
11,0,,,20
18,24900,,540,62
24,85000,3601,1610,64
16,30000,,7315,49
1,0,,,45
15,0,,,73
11,0,,,66
22,90000,4001,1107,50
15,5000,,9620,41
21,25400,6299,5320,43
21,88000,6402,2850,40
1,,,,4
18,60000,,5820,59
16,47000,,740,33
16,40000,,4710,72
19,19500,,710,74
21,120000,6004,4920,44
23,40000,5003,3255,44
13,0,,,15
10,,,,13
5,,,,8
22,110000,2401,1020,58
16,81000,,4510,58
17,37000,,5820,58
16,0,,930,48
23,168000,6402,2100,39
19,0,,,57
21,19000,5507,2016,28
19,20000,,2540,25
20,30000,,4000,25
20,0,,,52
1,0,,,40
9,,,,12
12,0,,,94
19,36000,,3600,54
16,0,,6050,59
19,125000,,5600,62
16,0,,5120,64
12,10000,,4240,47
13,13100,,4720,42
14,0,,,19
13,1500,,4760,18
12,0,,,17
24,131000,2410,1760,50
22,36600,6109,3150,50
13,0,,,15
21,90000,5301,430,55
18,15600,,5700,57
16,64000,,6240,30
19,64000,,6240,30
19,49000,,5700,43
11,,,,14
19,6700,,4760,18
22,0,5200,2310,72
22,0,6000,2310,73
